	Diff	Lower	Upper
	Rep1	Rep1	Rep1
sgId			
SGK3_+_67687519.23-ENST00000396596.1,ENST00000522398.1	4077	3	4387
SGK3_+_67706009.23-ENST00000345714.4	2558	2	2991
SGK3_-_67624700.23-ENST00000521198.2	1760	6485	6
SGK3_-_67625061.23-ENST00000521198.2	0	0	0
SGK3_-_67625072.23-ENST00000521198.2	665	0	0
SGK3_-_67625115.23-ENST00000521198.2	722	2027	2308
SGK3_-_67687499.23-ENST00000396596.1,ENST00000522398.1	2685	8882	8
SGK3_-_67687510.23-ENST00000396596.1,ENST00000522398.1	0	0	0
SGK3_-_67687513.23-ENST00000396596.1,ENST00000522398.1	1180	0	1483
SGK3_-_67687752.23-ENST00000396596.1,ENST00000522398.1	0	0	0
SGK3_-_67705861.23-ENST00000345714.4	0	0	0
SGK3_-_67705911.23-ENST00000345714.4	1607	1	1
SGK3_-_67706001.23-ENST00000345714.4	1456	571	1
SGK3_-_67706236.23-ENST00000345714.4	1387	2	0
SGK494_+_26940759.23-P1P2	0	0	0
SGK494_+_26941121.23-P1P2	1897	2	719
SGK494_+_26941152.23-P1P2	4015	4976	3
SGK494_+_26941158.23-P1P2	0	0	0
SGK494_+_26941194.23-P1P2	0	0	0
SGPL1_+_72575692.23-P1P2	337	1	1999
SGPL1_+_72576116.23-P1P2	3219	1	4
SGPL1_+_72576137.23-P1P2	3487	2681	1968
SGPL1_-_72575755.23-P1P2	812	5087	3140
SGPL1_-_72576216.23-P1P2	0	0	0
SGPP1_+_64194704.23-P1P2	0	0	0
SGPP1_+_64194760.23-P1P2	0	0	0
SGPP1_+_64194764.23-P1P2	4203	8	3428
SGPP1_+_64194774.23-P1P2	883	3373	753
SGPP1_-_64194767.23-P1P2	2188	1	1786
SH3KBP1_+_19905629.23-P1P2	3247	4	3923
SH3KBP1_+_19905685.23-P1P2	863	0	1
SH3KBP1_-_19905255.23-P1P2	1302	6927	4
SH3KBP1_-_19905277.23-P1P2	1306	1	0
SH3KBP1_-_19905471.23-P1P2	0	0	0
SHARPIN_+_145158677.23-P1P2	4209	5162	3213
SHARPIN_-_145158289.23-P1P2	2543	0	1
SHARPIN_-_145158579.23-P1P2	1200	4	1
SHARPIN_-_145158606.23-P1P2	1055	0	2236
SHARPIN_-_145158621.23-P1P2	1370	939	1
SHMT1_+_18266268.23-P1P2	764	3732	1549
SHMT1_+_18266463.23-P1P2	1046	0	2
SHMT1_+_18266657.23-P1P2	1373	2826	2933
SHMT1_-_18266401.23-P1P2	2576	0	2
SHMT1_-_18266618.23-P1P2	2715	1	1383
SHMT2_+_57623513.23-P1P2	0	0	0
SHMT2_+_57623923.23-P1P2	864	4	1322
SHMT2_+_57624167.23-P1P2	0	0	0
SHMT2_-_57623529.23-P1P2	3286	3281	1
SHMT2_-_57623532.23-P1P2	0	0	0
SHPK_+_3539475.23-P1P2	4407	6	1593
SHPK_+_3539487.23-P1P2	1166	2	3223
SHPK_+_3539509.23-P1P2	0	0	0
SHPK_+_3539518.23-P1P2	0	0	0
SHPK_+_3539553.23-P1P2	1851	0	1569
SIGLEC1_+_3687427.23-P1P2	390	0	0
SIGLEC1_+_3687496.23-P1P2	1114	1	417
SIGLEC1_+_3687508.23-P1P2	0	0	0
SIGLEC1_-_3687573.23-P1P2	0	0	0
SIGLEC1_-_3687813.23-P1P2	1077	4995	1495
SIGLEC7_+_51645723.23-P1P2	950	2	0
SIGLEC7_+_51645963.23-P1P2	0	0	0
SIGLEC7_-_51645741.23-P1P2	2529	0	3
SIGLEC7_-_51645847.23-P1P2	1394	1	0
SIGLEC7_-_51645851.23-P1P2	1667	1	1757
SIGMAR1_+_34637367.23-P1P2	3682	7	3420
SIGMAR1_+_34637739.23-P1P2	3750	6	1018
SIGMAR1_+_34637779.23-P1P2	830	0	0
SIGMAR1_-_34637242.23-P1P2	0	0	0
SIGMAR1_-_34637345.23-P1P2	2531	8969	1624
SIK1_+_44846560.23-P1P2	3623	5698	1686
SIK1_+_44846607.23-P1P2	0	0	0
SIK1_+_44846934.23-P1P2	3888	1	1
SIK1_+_44847002.23-P1P2	549	4	1709
SIK1_-_44846966.23-P1P2	1096	1	0
SIK2_+_111473263.23-P1P2	0	0	0
SIK2_-_111473134.23-P1P2	0	0	0
SIK2_-_111473357.23-P1P2	0	0	0
SIK2_-_111473372.23-P1P2	2213	6370	3310
SIK2_-_111473540.23-P1P2	0	0	0
SIK3_+_116968685.23-P1P2	0	0	0
SIK3_+_116968907.23-P1P2	0	0	0
SIK3_+_116968913.23-P1P2	1644	0	1
SIK3_+_116969124.23-P1P2	0	0	0
SIK3_-_116968953.23-P1P2	4290	5	4
SIRPA_+_1875667.23-P1P2	996	2	1697
SIRPA_+_1876008.23-P1P2	2607	6	5451
SIRPA_+_1876041.23-P1P2	4214	2	1800
SIRPA_+_1876462.23-P1P2	1928	2	1875
SIRPA_+_1876526.23-P1P2	0	0	0
SIRPD_+_1538325.23-P1P2	1054	1	0
SIRPD_+_1538338.23-P1P2	2985	2843	3660
SIRPD_+_1538348.23-P1P2	0	0	0
SIRPD_-_1538262.23-P1P2	0	0	0
SIRPD_-_1538303.23-P1P2	0	0	0
SIRT3_-_235923.23-P1P2	0	0	0
SIRT3_-_235976.23-P1P2	3909	4119	2
SIRT3_-_236305.23-P1P2	2657	5082	1910
SIRT3_-_236754.23-P1P2	0	0	0
SIRT3_-_236847.23-P1P2	1278	3	1
SI_+_164796208.23-P1P2	0	0	0
SI_+_164796255.23-P1P2	3871	4	1
SI_-_164796264.23-P1P2	1796	0	0
SI_-_164796270.23-P1P2	3790	3	1
SI_-_164796291.23-P1P2	1520	3	1
SKP1_+_133512375.23-P1P2	0	0	0
SKP1_+_133512521.23-P1P2	548	4	7295
SKP1_-_133512401.23-P1P2	0	0	0
SKP1_-_133512593.23-P1P2	4313	3	3156
SKP1_-_133512608.23-P1P2	0	0	0
SKP2_+_36152259.23-P1P2	2109	2250	1971
SKP2_+_36152621.23-P1P2	0	0	0
SKP2_-_36152222.23-P1P2	2480	5949	2533
SKP2_-_36152306.23-P1P2	1022	5109	1
SKP2_-_36152309.23-P1P2	2194	5	2319
SLC12A1_+_48483849.23-P2	0	0	0
SLC12A1_+_48483912.23-P2	3215	0	3
SLC12A1_+_48483918.23-P2	37	0	0
SLC12A1_+_48484258.23-P2	5661	7763	757
SLC12A1_+_48498465.23-P1	2300	1	3674
SLC12A1_+_48498504.23-P1	0	0	0
SLC12A1_+_48498519.23-P1	0	0	0
SLC12A1_-_48483917.23-P2	582	3097	1923
SLC12A1_-_48498516.23-P1	1395	5754	1
SLC12A1_-_48498605.23-P1	1198	1	2
SLC12A2_+_127419487.23-P1P2	3435	7221	1327
SLC12A2_+_127419680.23-P1P2	697	1936	1203
SLC12A2_+_127419772.23-P1P2	2660	4833	1897
SLC12A2_-_127419157.23-P1P2	2650	18031	1091
SLC12A2_-_127419495.23-P1P2	1093	3	3487
SLC12A3_+_56899159.23-P1P2	5200	4175	4723
SLC12A3_+_56899174.23-P1P2	3130	3005	0
SLC12A3_+_56899184.23-P1P2	2509	2323	3771
SLC12A3_+_56899521.23-P1P2	3201	4	1354
SLC12A3_-_56899179.23-P1P2	0	0	0
SLC12A4_+_68000197.23-P2	4536	2	1731
SLC12A4_+_68000214.23-P2	3815	6	1677
SLC12A4_+_68000345.23-P2	0	0	0
SLC12A4_+_68002091.23-P1	0	0	0
SLC12A4_+_68002547.23-P1	0	0	0
SLC12A4_-_68000659.23-P2	1544	1	1968
SLC12A4_-_68000698.23-P2	0	0	0
SLC12A4_-_68002110.23-P1	1226	0	1
SLC12A4_-_68002434.23-P1	742	1	2355
SLC12A4_-_68002462.23-P1	0	0	0
SLC12A5_+_44650330.23-P1	0	0	0
SLC12A5_+_44650334.23-P1	0	0	0
SLC12A5_+_44650352.23-P1	24	4748	436
SLC12A5_+_44650365.23-P1	278	2	0
SLC12A5_+_44657866.23-P2	2182	3	3
SLC12A5_+_44658268.23-P2	3237	6	1789
SLC12A5_-_44650525.23-P1	1628	6	3780
SLC12A5_-_44657914.23-P2	0	0	0
SLC12A5_-_44657932.23-P2	2572	1	1740
SLC12A5_-_44658309.23-P2	0	0	0
SLC12A6_+_34610517.23-P1	0	0	0
SLC12A6_+_34610922.23-P1	2752	1	1958
SLC12A6_+_34610943.23-P1	1319	0	0
SLC12A6_+_34629770.23-P2	1597	3	3355
SLC12A6_+_34630130.23-P2	0	0	0
SLC12A6_+_34630144.23-P2	1451	0	2
SLC12A6_-_34610620.23-P1	0	0	0
SLC12A6_-_34610999.23-P1	243	0	1
SLC12A6_-_34629888.23-P2	1214	1	2
SLC12A6_-_34630182.23-P2	0	0	0
SLC12A7_+_1111744.23-P1P2	0	0	0
SLC12A7_+_1111766.23-P1P2	1052	3	3044
SLC12A7_+_1112118.23-P1P2	0	0	0
SLC12A7_-_1112081.23-P1P2	3842	6	4
SLC12A7_-_1112102.23-P1P2	0	0	0
SLC13A1_+_122839639.23-P1P2	0	0	0
SLC13A1_-_122839554.23-P1P2	3077	2	1669
SLC13A1_-_122839558.23-P1P2	0	0	0
SLC13A1_-_122839921.23-P1P2	0	0	0
SLC13A1_-_122839927.23-P1P2	4491	632	1117
SLC13A2_+_26800672.23-P1P2	0	0	0
SLC13A2_+_26800749.23-P1P2	0	0	0
SLC13A2_+_26801133.23-P1P2	1107	2048	6224
SLC13A2_+_26801144.23-P1P2	0	0	0
SLC13A2_+_26801153.23-P1P2	538	3	1681
SLC13A3_+_45280053.23-P1P2	2576	5	5687
SLC13A3_+_45280056.23-P1P2	1963	1	1550
SLC13A3_-_45279824.23-P1P2	2910	3	2941
SLC13A3_-_45279975.23-P1P2	1628	2	1763
SLC13A3_-_45280083.23-P1P2	886	2685	4
SLC16A1_+_113478527.23-P2	1045	0	0
SLC16A1_+_113478552.23-P2	0	0	0
SLC16A1_+_113498757.23-P1	2574	2	1
SLC16A1_+_113498772.23-P1	0	0	0
SLC16A1_+_113498778.23-P1	3987	7615	3
SLC16A1_+_113498791.23-P1	0	0	0
SLC16A1_-_113478273.23-P2	1771	1	0
SLC16A1_-_113478612.23-P2	0	0	0
SLC16A1_-_113478654.23-P2	0	0	0
SLC16A1_-_113498857.23-P1	1397	3254	2
SLC16A2_+_73640768.23-P1P2	0	0	0
SLC16A2_+_73641544.23-P1P2	839	6428	4
SLC16A2_+_73641712.23-P1P2	1126	4064	3192
SLC16A2_+_73641791.23-P1P2	1282	7	1832
SLC16A2_-_73641731.23-P1P2	1796	3	1043
SLC16A3_+_80187376.23-P1P2	1404	0	0
SLC16A3_+_80187380.23-P1P2	0	0	0
SLC16A3_-_80186288.23-P1P2	3723	4	3324
SLC16A3_-_80186928.23-P1P2	1623	0	0
SLC16A3_-_80187314.23-P1P2	4346	7	2815
SLC16A4_+_110933139.23-P1P2	0	0	0
SLC16A4_+_110933229.23-P1P2	1264	1642	1
SLC16A4_+_110933631.23-P1P2	0	0	0
SLC16A4_-_110933396.23-P1P2	1530	0	0
SLC16A4_-_110933639.23-P1P2	2789	3	0
SLC16A5_+_73084113.23-P1P2	0	0	0
SLC16A5_+_73084285.23-P1P2	0	0	0
SLC16A5_-_73084264.23-P1P2	0	0	0
SLC16A5_-_73084461.23-P1P2	4032	2	1887
SLC16A5_-_73084495.23-P1P2	1143	4602	3273
SLC16A6_+_66286815.23-P1P2	5333	2237	4
SLC16A6_+_66287127.23-P1P2	0	0	0
SLC16A6_+_66287263.23-P1P2	1143	3	1754
SLC16A6_+_66287286.23-P1P2	912	0	0
SLC16A6_-_66286812.23-P1P2	0	0	0
SLC16A7_+_59990162.23-P1P2	0	0	0
SLC16A7_-_59989906.23-P1P2	1335	4570	2608
SLC16A7_-_59990082.23-P1P2	0	0	0
SLC16A7_-_59990273.23-P1P2	0	0	0
SLC16A7_-_59990406.23-P1P2	3855	4	3560
SLC16A8_+_38479702.23-P1P2	0	0	0
SLC16A8_+_38479814.23-P1P2	3709	1	3
SLC16A8_+_38479879.23-P1P2	0	0	0
SLC16A8_-_38478943.23-P1P2	1488	0	1
SLC16A8_-_38480095.23-P1P2	0	0	0
SLC18A1_+_20040178.23-P1P2	0	0	0
SLC18A1_+_20040572.23-P1P2	1641	1	1
SLC18A1_+_20040580.23-P1P2	2561	1	0
SLC18A1_-_20040184.23-P1P2	0	0	0
SLC18A1_-_20040614.23-P1P2	3006	1703	3731
SLC18A2_+_119000666.23-P1P2	4863	2	0
SLC18A2_+_119001112.23-P1P2	1534	0	5
SLC18A2_-_119000662.23-P1P2	1136	3033	1733
SLC18A2_-_119000674.23-P1P2	3962	2814	2278
SLC18A2_-_119000707.23-P1P2	1159	1	1
SLC19A2_+_169454745.23-P1P2	0	0	0
SLC19A2_+_169455154.23-P1P2	2215	4	1988
SLC19A2_+_169455167.23-P1P2	1558	2	4778
SLC19A2_+_169455177.23-P1P2	2974	1423	5
SLC19A2_-_169455185.23-P1P2	0	0	0
SLC19A3_+_228582681.23-P1P2	558	1	3
SLC19A3_+_228582697.23-P1P2	2260	4772	1157
SLC19A3_-_228582383.23-P1P2	1352	1	1576
SLC19A3_-_228582668.23-P1P2	0	0	0
SLC19A3_-_228582749.23-P1P2	2129	0	0
SLC1A1_+_4490573.23-P1P2	0	0	0
SLC1A1_+_4490877.23-P1P2	1382	3	1814
SLC1A1_-_4490518.23-P1P2	5397	4086	4926
SLC1A1_-_4490670.23-P1P2	0	0	0
SLC1A1_-_4490847.23-P1P2	1280	1	1
SLC1A2_+_35440631.23-P1P2	0	0	0
SLC1A2_+_35440634.23-P1P2	1606	0	0
SLC1A2_+_35440646.23-P1P2	2571	4	3
SLC1A2_+_35441046.23-P1P2	0	0	0
SLC1A2_-_35440725.23-P1P2	4602	4	2
SLC1A3_+_36606734.23-P1	2057	4345	6392
SLC1A3_+_36606767.23-P1	0	0	0
SLC1A3_+_36607166.23-P1	0	0	0
SLC1A3_+_36608348.23-P2	0	0	0
SLC1A3_+_36608387.23-P2	0	0	0
SLC1A3_+_36608766.23-P2	2143	0	1
SLC1A3_-_36606936.23-P1	0	0	0
SLC1A3_-_36607116.23-P1	0	0	0
SLC1A3_-_36608368.23-P2	1526	1	1763
SLC1A3_-_36608560.23-P2	0	0	0
SLC1A4_+_65215738.23-P1P2	1269	1	1
SLC1A4_+_65216520.23-P1P2	2949	5489	1820
SLC1A4_+_65216740.23-P1P2	3602	2486	4
SLC1A4_+_65216746.23-P1P2	1621	0	0
SLC1A4_-_65216546.23-P1P2	1361	2	1882
SLC1A5_+_47287944.23-P2	0	0	0
SLC1A5_+_47288025.23-P2	6288	2779	5
SLC1A5_+_47291829.23-P1	1128	5576	1596
SLC1A5_-_47287974.23-P2	4392	2665	1766
SLC1A5_-_47288007.23-P2	1481	0	2
SLC1A5_-_47288033.23-P2	0	0	0
SLC1A5_-_47291608.23-P1	581	1	733
SLC1A5_-_47291784.23-P1	881	3548	1538
SLC1A5_-_47291800.23-P1	0	0	0
SLC1A5_-_47291808.23-P1	1407	1	1
SLC1A6_-_15090161.23-P1P2	1555	1075	1108
SLC1A6_-_15090475.23-P1P2	0	0	0
SLC1A6_-_15090481.23-P1P2	748	0	0
SLC1A6_-_15090509.23-P1P2	990	4806	1497
SLC1A6_-_15090514.23-P1P2	1140	3	1
SLC1A7_+_53607936.23-P1P2	771	109	4
SLC1A7_+_53608281.23-P1P2	2118	5855	1781
SLC1A7_-_53608028.23-P1P2	0	0	0
SLC1A7_-_53608263.23-P1P2	10814	2	1762
SLC1A7_-_53608290.23-P1P2	1097	1	706
SLC22A11_+_64323147.23-P1P2	303	2	0
SLC22A11_+_64323847.23-P1P2	4679	1	2830
SLC22A11_+_64323882.23-P1P2	0	0	0
SLC22A11_-_64323437.23-P1P2	0	0	0
SLC22A11_-_64323801.23-P1P2	3026	1	775
SLC22A4_+_131630131.23-P1P2	0	0	0
SLC22A4_+_131630151.23-P1P2	1361	3086	1583
SLC22A4_+_131630452.23-P1P2	4675	2	1258
SLC22A4_-_131630098.23-P1P2	0	0	0
SLC22A4_-_131630297.23-P1P2	1636	1460	1
SLC22A5_+_131705454.23-P1P2	0	0	0
SLC22A5_+_131705460.23-P1P2	2056	2	3584
SLC22A5_+_131705464.23-P1P2	2387	0	1846
SLC22A5_+_131705776.23-P1P2	1423	1	65
SLC22A5_-_131705498.23-P1P2	1522	3099	1375
SLC22A6_+_62751976.23-P1P2	1735	5	2
SLC22A6_+_62752206.23-P1P2	1311	3009	2
SLC22A6_+_62752351.23-P1P2	1444	1158	1675
SLC22A6_-_62751928.23-P1P2	711	2947	1875
SLC22A6_-_62752460.23-P1P2	3095	2	0
SLC22A8_+_62783251.23-P1P2	1306	4	3059
SLC22A8_-_62782889.23-P1P2	0	0	0
SLC22A8_-_62783111.23-P1P2	0	0	0
SLC22A8_-_62783227.23-P1P2	3495	2825	766
SLC22A8_-_62783290.23-P1P2	0	0	0
SLC23A1_+_138718508.23-P1P2	0	0	0
SLC23A1_+_138718916.23-P1P2	1385	5496	2
SLC23A1_+_138718935.23-P1P2	0	0	0
SLC23A1_-_138718586.23-P1P2	0	0	0
SLC23A1_-_138718981.23-P1P2	0	0	0
SLC25A10_+_79670445.23-P1P2	2127	0	871
SLC25A10_+_79670494.23-P1P2	0	0	0
SLC25A10_-_79670475.23-P1P2	1166	0	170
SLC25A10_-_79670688.23-P1P2	0	0	0
SLC25A10_-_79670886.23-P1P2	775	1937	1711
SLC25A12_+_172750283.23-P1P2	0	0	0
SLC25A12_+_172750360.23-P1P2	0	0	0
SLC25A12_+_172750711.23-P1P2	3142	2	5168
SLC25A12_+_172750720.23-P1P2	1639	4153	4796
SLC25A12_+_172750738.23-P1P2	1379	3	4
SLC25A13_+_95950956.23-P1P2	5151	2	1
SLC25A13_-_95951309.23-P1P2	3098	2	3
SLC25A13_-_95951335.23-P1P2	3114	4	0
SLC25A13_-_95951352.23-P1P2	4406	5982	2625
SLC25A13_-_95951355.23-P1P2	0	0	0
SLC25A15_+_41363705.23-P1P2	3005	3	3210
SLC25A15_+_41363767.23-P1P2	0	0	0
SLC25A15_-_41363758.23-P1P2	2227	3058	2
SLC25A15_-_41363761.23-P1P2	652	2	0
SLC25A15_-_41364180.23-P1P2	3310	1870	2712
SLC25A18_+_18043228.23-P1P2	0	0	0
SLC25A18_+_18043431.23-P1P2	3328	3	1601
SLC25A18_+_18043621.23-P1P2	0	0	0
SLC25A18_-_18043219.23-P1P2	0	0	0
SLC25A18_-_18043604.23-P1P2	0	0	0
SLC25A20_+_48935934.23-P1P2	0	0	0
SLC25A20_+_48935995.23-P1P2	0	0	0
SLC25A20_+_48936025.23-P1P2	0	0	0
SLC25A20_+_48936316.23-P1P2	0	0	0
SLC25A20_-_48935919.23-P1P2	0	0	0
SLC25A22_+_797857.23-P1P2	1385	2	1158
SLC25A22_+_797860.23-P1P2	1369	1833	2
SLC25A22_+_798051.23-P1P2	2448	3075	2552
SLC25A22_-_798194.23-P1P2	1920	7530	1040
SLC25A22_-_798278.23-P1P2	3853	1425	4347
SLC25A29_+_100772343.23-P1P2	0	0	0
SLC25A29_+_100772379.23-P1P2	2601	2300	1921
SLC25A29_-_100772412.23-P1P2	1705	2	1934
SLC25A29_-_100772719.23-P1P2	3244	10835	2180
SLC25A29_-_100772767.23-P1P2	1353	0	0
SLC25A2_+_140683235.23-P1P2	0	0	0
SLC25A2_+_140683351.23-P1P2	3007	0	1
SLC25A2_+_140683592.23-P1P2	0	0	0
SLC25A2_+_140683600.23-P1P2	2977	3323	1028
SLC25A2_-_140683588.23-P1P2	0	0	0
SLC25A4_+_186064885.23-P1P2	834	2	1481
SLC25A4_-_186064440.23-P1P2	2799	9270	1580
SLC25A4_-_186064446.23-P1P2	0	0	0
SLC25A4_-_186064476.23-P1P2	4159	1	3
SLC25A4_-_186064492.23-P1P2	3985	10086	4725
SLC25A5_+_118602439.23-P1P2	0	0	0
SLC25A5_+_118602445.23-P1P2	0	0	0
SLC25A5_-_118602796.23-P1P2	656	1	0
SLC25A5_-_118602803.23-P1P2	3217	2134	3
SLC25A5_-_118602838.23-P1P2	0	0	0
SLC25A6_+_1508042.23-P2	0	0	0
SLC25A6_+_1508096.23-P2	849	6	5480
SLC25A6_+_1508123.23-P2	2273	2342	1
SLC25A6_+_1510986.23-P1	525	1133	1
SLC25A6_-_1508485.23-P2	0	0	0
SLC25A6_-_1508504.23-P2	1412	3	1915
SLC25A6_-_1510526.23-P1	0	0	0
SLC25A6_-_1510946.23-P1	2079	7088	1575
SLC25A6_-_1510951.23-P1	2432	3064	1917
SLC25A6_-_1511005.23-P1	5900	4	1
SLC29A1_+_44191710.23-P1	3821	5374	7
SLC29A1_+_44191715.23-P1	521	4569	3127
SLC29A1_-_44187378.23-P2	1893	3233	978
SLC29A1_-_44187438.23-P2	443	1332	0
SLC29A1_-_44187454.23-P2	0	0	0
SLC29A1_-_44187764.23-P2	989	5100	1802
SLC29A1_-_44187768.23-P2	1660	4	0
SLC29A1_-_44191323.23-P1	931	3792	1812
SLC29A1_-_44191358.23-P1	2700	7918	508
SLC29A1_-_44191745.23-P1	2750	8090	2074
SLC2A2_+_170744475.23-P1P2	482	2	1
SLC2A2_+_170744514.23-P1P2	0	0	0
SLC2A2_+_170744525.23-P1P2	641	5812	2
SLC2A2_+_170744529.23-P1P2	2768	395	3544
SLC2A2_-_170744470.23-P1P2	0	0	0
SLC32A1_+_37352873.23-P1P2	1122	0	1
SLC32A1_+_37352942.23-P1P2	1194	1	0
SLC32A1_+_37353184.23-P1P2	0	0	0
SLC32A1_-_37353487.23-P1P2	4024	3	2
SLC32A1_-_37353566.23-P1P2	790	0	0
SLC36A1_+_150838225.23-P2	0	0	0
SLC36A1_+_150838660.23-P2	0	0	0
SLC36A1_-_150827177.23-P1	0	0	0
SLC36A1_-_150827197.23-P1	1311	1	1
SLC36A1_-_150827206.23-P1	0	0	0
SLC36A1_-_150827230.23-P1	0	0	0
SLC36A1_-_150827233.23-P1	1270	5826	2038
SLC36A1_-_150838296.23-P2	0	0	0
SLC36A1_-_150838431.23-P2	1467	2	1914
SLC36A1_-_150838671.23-P2	3519	4	0
SLC38A3_+_50242755.23-P1P2	0	0	0
SLC38A3_-_50242741.23-P1P2	3745	4	1
SLC38A3_-_50242750.23-P1P2	4215	1614	3
SLC38A3_-_50243132.23-P1P2	3898	5	2664
SLC38A3_-_50243156.23-P1P2	1327	2201	3072
SLC3A1_-_44502646.23-P1P2	808	3	2066
SLC3A1_-_44502667.23-P1P2	2959	2705	2474
SLC3A1_-_44502677.23-P1P2	0	0	0
SLC3A1_-_44502855.23-P1P2	2316	3762	2287
SLC3A1_-_44503027.23-P1P2	0	0	0
SLC5A6_+_27434464.23-P1P2	0	0	0
SLC5A6_+_27434733.23-P1P2	4641	5101	9
SLC5A6_+_27434770.23-P1P2	1777	2	1
SLC5A6_-_27434615.23-P1P2	1533	0	1
SLC5A6_-_27434788.23-P1P2	0	0	0
SLC6A14_-_115567792.23-P1P2	0	0	0
SLC6A14_-_115567798.23-P1P2	0	0	0
SLC6A14_-_115567847.23-P1P2	1291	2	3
SLC6A14_-_115567852.23-P1P2	812	1346	2
SLC6A14_-_115567880.23-P1P2	1392	1468	1
SLC6A1_+_11034491.23-P1P2	2568	4	0
SLC6A1_-_11034625.23-P1P2	1285	2	3469
SLC6A1_-_11034784.23-P1P2	0	0	0
SLC6A1_-_11034841.23-P1P2	1536	0	0
SLC6A1_-_11034915.23-P1P2	0	0	0
SLC6A2_+_55690003.23-P1P2	1109	0	1
SLC6A2_+_55690547.23-P1P2	2765	2825	2
SLC6A2_-_55689983.23-P1P2	2120	2074	1
SLC6A2_-_55690060.23-P1P2	2889	2	1649
SLC6A2_-_55690490.23-P1P2	0	0	0
SLC6A3_+_1445204.23-P1P2	0	0	0
SLC6A3_+_1445502.23-P1P2	295	0	0
SLC6A3_-_1445063.23-P1P2	0	0	0
SLC6A3_-_1445118.23-P1P2	992	4853	1
SLC6A3_-_1445300.23-P1P2	6727	4734	5730
SLC6A4_+_28562493.23-P1P2	2283	2368	3735
SLC6A4_+_28562686.23-P1P2	2325	4	4326
SLC6A4_-_28562610.23-P1P2	2076	1	1
SLC6A4_-_28562623.23-P1P2	0	0	0
SLC6A4_-_28562704.23-P1P2	2444	4670	1887
SLC6A5_+_20621183.23-P1P2	0	0	0
SLC6A5_+_20621190.23-P1P2	875	4332	4
SLC6A5_+_20621493.23-P1P2	3496	2027	2
SLC6A5_-_20621527.23-P1P2	3808	3	1016
SLC6A5_-_20621634.23-P1P2	0	0	0
SLC6A7_+_149569837.23-P1P2	0	0	0
SLC6A7_+_149570018.23-P1P2	2307	3	1093
SLC6A7_-_149569705.23-P1P2	2202	2	3
SLC6A7_-_149570069.23-P1P2	0	0	0
SLC6A7_-_149570072.23-P1P2	1770	1	2
SLC6A8_+_152953523.23-P1P2	2566	2185	5
SLC6A8_+_152953978.23-P1P2	2144	4	0
SLC6A8_-_152953397.23-P1P2	0	0	0
SLC6A8_-_152953407.23-P1P2	3241	5300	3985
SLC6A8_-_152953471.23-P1P2	0	0	0
SLC6A9_+_44496903.23-P1P2	1614	6	1
SLC6A9_+_44496971.23-P1P2	1330	2	1604
SLC6A9_+_44496990.23-P1P2	0	0	0
SLC6A9_+_44497105.23-P1P2	1192	3	1725
SLC6A9_-_44497020.23-P1P2	752	0	3329
SLC7A11_+_139163002.23-P1P2	639	4489	1
SLC7A11_+_139163382.23-P1P2	574	1	1709
SLC7A11_+_139163446.23-P1P2	2687	0	1752
SLC7A11_+_139163449.23-P1P2	1748	0	1
SLC7A11_+_139163486.23-P1P2	2442	1	1732
SLC7A1_+_30169732.23-P1P2	0	0	0
SLC7A1_-_30169339.23-P1P2	0	0	0
SLC7A1_-_30169354.23-P1P2	1641	4622	3515
SLC7A1_-_30169565.23-P1P2	1585	1413	1709
SLC7A1_-_30169779.23-P1P2	3538	1676	4750
SLC7A2_+_17355010.23-P1P2	0	0	0
SLC7A2_+_17355040.23-P1P2	2748	3	0
SLC7A2_-_17354635.23-P1P2	0	0	0
SLC7A2_-_17354649.23-P1P2	0	0	0
SLC7A2_-_17354864.23-P1P2	1593	5048	2
SLC7A3_+_70150891.23-P1P2	0	0	0
SLC7A3_+_70150910.23-P1P2	1335	1	1345
SLC7A3_-_70150870.23-P1P2	2809	3	2
SLC7A3_-_70150880.23-P1P2	0	0	0
SLC7A3_-_70150900.23-P1P2	1022	5820	1741
SLC7A4_+_21386392.23-P1P2	1581	3	1883
SLC7A4_+_21386834.23-P1P2	3235	2	2
SLC7A4_+_21386840.23-P1P2	0	0	0
SLC7A4_-_21386412.23-P1P2	0	0	0
SLC7A4_-_21386596.23-P1P2	0	0	0
SLC7A8_+_23652457.23-P1P2	0	0	0
SLC7A8_+_23652805.23-P1P2	1384	1	0
SLC7A8_+_23652828.23-P1P2	0	0	0
SLC7A8_+_23652834.23-P1P2	3551	1	2
SLC7A8_-_23652854.23-P1P2	0	0	0
SLC7A9_+_33360594.23-P1P2	2826	2	0
SLC7A9_+_33360628.23-P1P2	1121	5	3206
SLC7A9_+_33360637.23-P1P2	661	4700	1230
SLC7A9_+_33360640.23-P1P2	0	0	0
SLC7A9_+_33360646.23-P1P2	2968	4	1937
SLC8A1_+_40678789.23-P1	0	0	0
SLC8A1_+_40679071.23-P1	0	0	0
SLC8A1_+_40739483.23-P2	219	6	3797
SLC8A1_+_40739487.23-P2	1044	0	1
SLC8A1_-_40679142.23-P1	0	0	0
SLC8A1_-_40679162.23-P1	0	0	0
SLC8A1_-_40679182.23-P1	0	0	0
SLC8A1_-_40739158.23-P2	1271	5191	2
SLC8A1_-_40739316.23-P2	0	0	0
SLC8A1_-_40739521.23-P2	5057	7	3776
